540,556,550,543,551,547,548,554,552,554,,,809,805,810,809,811,812,812,814,808,808,,,906,905,906,904,904,906,905,909,903,905,,
533,538,542,534,543,538,542,542,541,545,,,809,805,808,806,810,810,810,811,804,806,,,906,905,906,904,904,906,905,909,903,905,,
533,537,541,531,543,538,542,541,539,541,,,809,805,808,806,810,810,810,811,804,806,,,906,905,906,904,904,906,905,909,903,905,,
533,537,541,531,543,538,542,540,539,541,,,809,805,808,806,810,810,810,811,804,806,,,906,905,906,904,904,906,905,909,903,905,,
533,537,541,531,543,538,542,540,539,541,,,809,805,808,806,810,810,810,811,804,806,,,906,905,906,904,904,906,905,909,903,905,,
533,537,541,531,543,538,542,540,539,541,,,809,805,808,806,810,810,810,811,804,806,,,906,905,906,904,904,906,905,909,903,905,,
533,537,541,531,543,538,542,540,539,541,,,809,805,808,806,810,810,810,811,804,806,,,906,905,906,904,904,906,905,909,903,905,,
533,537,541,531,543,538,542,540,539,541,,,809,805,808,806,810,810,810,811,804,806,,,906,905,906,904,904,906,905,909,903,905,,
533,537,541,531,543,538,542,540,539,541,,,809,805,808,806,810,810,810,811,804,806,,,906,905,906,904,904,906,905,909,903,905,,
533,537,541,531,543,538,542,540,539,541,,,809,805,808,806,810,810,810,811,804,806,,,906,905,906,904,904,906,905,909,903,905,,
533,537,541,531,543,538,542,540,539,541,,,809,805,808,806,810,810,810,811,804,806,,,,,,904,,,,,,,,
533,537,541,531,543,538,542,540,539,541,,,,,,,,,,,804,,,,,,,,,,,,,,,
,,,,,,,540,,,,,,,,,,,,,,,,,,,,,,,,,,,,
